,symbol,currency,categoryName,currencyProfit,quoteId,quoteIdCross,marginMode,profitMode,pipsPrecision,contractSize,exemode,time,expiration,stopsLevel,precision,swapType,stepRuleId,type,instantMaxVolume,groupName,description,longOnly,trailingEnabled,marginHedgedStrong,swapEnable,percentage,bid,ask,high,low,lotMin,lotMax,lotStep,tickSize,tickValue,swapLong,swapShort,leverage,spreadRaw,spreadTable,starting,swap_rollover3days,marginMaintenance,marginHedged,initialMargin,timeString,currencyPair,shortSelling
0,TGNA.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360331911,,0,2,2,12,2436,2147483647,US,TEGNA Inc,True,False,False,True,100.0,20.0,20.02,20.22,19.94,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:58:51 CET 2022,False,False
1,SIRI.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670358761979,,0,2,2,12,2436,2147483647,US,Sirius XM Holdings Inc,True,False,False,True,100.0,6.13,6.15,6.22,6.12,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:32:41 CET 2022,False,False
2,FUTU.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360390944,,0,2,2,12,2436,2147483647,US,Futu Holdings Ltd - ADR,True,False,False,True,100.0,66.9,66.93,68.03,64.85,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.03,3.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,False
3,BMRN.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360393446,,0,2,2,12,2436,2147483647,US,BioMarin Pharmaceutical Inc,True,False,False,True,100.0,101.75,101.81,102.97,101.11,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.06,6.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
4,HALO.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360374933,,0,2,2,671,13,2147483647,US,Halozyme Therapeutics Inc CFD,False,False,False,True,100.0,56.14,56.37,56.51,55.46,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,30.0,0.23,23.0,,0,0,0,0,Tue Dec 06 21:59:34 CET 2022,False,True
5,DEA.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360312397,,0,2,2,671,13,2147483647,US,Easterly Government Properties Inc CFD,False,False,False,True,100.0,15.21,15.29,15.37,15.04,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.08,8.0,,0,0,0,0,Tue Dec 06 21:58:32 CET 2022,False,True
6,GEO.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360057258,,0,2,2,12,2436,2147483647,US,GEO Group Inc/The,True,False,False,True,100.0,11.84,11.86,12.07,11.68,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:54:17 CET 2022,False,False
7,IG.IT_4,EUR,STC,EUR,6,4,103,6,3,1,1,1670344960563,,0,3,2,624,16,2147483647,Italy,Italgas SpA CFD,False,False,False,True,100.0,5.571,5.594,5.656,5.566,1.0,1000000.0,1.0,0.001,0.001,-0.01636,-0.00864,20.0,0.023,23.0,,0,0,0,0,Tue Dec 06 17:42:40 CET 2022,False,True
8,TM.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360376936,,0,2,2,671,13,2147483647,US,Toyota Motor Corp - ADR CFD,False,False,False,True,100.0,140.59,141.21,142.29,139.78,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.62,62.0,,0,0,0,0,Tue Dec 06 21:59:36 CET 2022,False,True
9,SKFB.SE_9,SEK,STC,SEK,6,15,104,6,2,1,1,1670344783444,,0,2,2,225,2432,2147483647,Sweden,SKF AB,True,False,False,True,100.0,176.2,176.35,180.7,175.15,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.15,15.0,,0,0,0,0,Tue Dec 06 17:39:43 CET 2022,False,False
10,NXT.UK_4,GBP,STC,GBP,6,4,103,6,2,1,1,1670345041627,,0,2,2,572,14,2147483647,UK,Next PLC CFD,False,False,False,True,100.0,58.59,58.81,58.87,57.83,1.0,1000000.0,1.0,0.01,0.01,-0.02063,-0.00437,20.0,0.22,22.0,,0,0,0,0,Tue Dec 06 17:44:01 CET 2022,False,True
11,EXPD.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390944,,0,2,2,671,13,2147483647,US,Expeditors International of Wa CFD,False,False,False,True,100.0,109.83,110.27,112.38,107.43,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.44,44.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
12,WCC.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360389442,,0,2,2,671,13,2147483647,US,Wesco International Inc CFD,False,False,False,True,100.0,121.29,121.84,121.96,118.96,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,30.0,0.55,55.0,,0,0,0,0,Tue Dec 06 21:59:49 CET 2022,False,True
13,JMAT.UK_4,GBP,STC,GBP,6,4,103,6,3,1,1,1670345004095,,0,3,2,572,14,2147483647,UK,Johnson Matthey PLC CFD,False,False,False,True,100.0,21.26,21.35,21.37,20.92,1.0,1000000.0,1.0,0.001,0.001,-0.02063,-0.00437,20.0,0.09,90.0,,0,0,0,0,Tue Dec 06 17:43:24 CET 2022,False,True
14,ABBV.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360393446,,0,2,2,12,2436,2147483647,US,AbbVie Inc,True,False,False,True,100.0,163.54,163.67,164.23,161.16,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.13,13.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
15,ANE.ES_4,EUR,STC,EUR,6,4,103,6,2,1,1,1670345099167,,0,2,2,624,11,2147483647,Spain,Acciona Energias Renova CFD,False,False,False,True,100.0,37.28,37.46,37.52,37.06,1.0,1000000.0,1.0,0.01,0.01,-0.01636,-0.00864,30.0,0.18,18.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,True
16,WLN.FR_4,EUR,STC,EUR,6,4,103,6,3,1,1,1670345099168,,0,3,2,572,15,2147483647,France,Worldline SA/France CFD,False,False,False,True,100.0,42.41,42.57,43.33,42.27,1.0,1000000.0,1.0,0.001,0.001,-0.01636,-0.00864,20.0,0.16,160.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,True
17,FANG.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360387941,,0,2,2,671,13,2147483647,US,Diamondback Energy Inc CFD,False,False,False,True,100.0,138.12,138.7,143.13,137.24,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,30.0,0.58,58.0,,0,0,0,0,Tue Dec 06 21:59:47 CET 2022,False,True
18,NWG.UK_9,GBP,STC,GBP,6,15,104,6,4,1,1,1670345081655,,0,4,2,225,2434,2147483647,UK,Natwest Group PLC,True,False,False,True,100.0,2.606,2.608,2.613,2.563,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.002,20.0,,0,0,0,0,Tue Dec 06 17:44:41 CET 2022,False,False
19,KGX.DE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345029121,,0,3,2,225,2424,2147483647,Germany,KION Group AG,True,False,False,True,100.0,27.11,27.14,28.67,26.97,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.03,30.0,,0,0,0,0,Tue Dec 06 17:43:49 CET 2022,False,False
20,AY.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360378939,,0,2,2,12,2436,2147483647,US,Atlantica Sustainable Infrastructure PLC,True,False,False,True,100.0,26.28,26.35,26.97,26.04,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.07,7.0,,0,0,0,0,Tue Dec 06 21:59:38 CET 2022,False,False
21,BEN.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360387941,,0,2,2,671,13,2147483647,US,Franklin Resources Inc CFD,False,False,False,True,100.0,26.58,26.67,27.04,26.33,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.09,9.0,,0,0,0,0,Tue Dec 06 21:59:47 CET 2022,False,True
22,KUSAMA,KSM,CRT,USD,5,4,101,5,0,1,1,1670364861746,,0,2,3,3,3953,2147483647,Crypto,Kusama,False,True,False,True,100.0,29.54,31.29,31.04,29.44,1.0,250.0,0.5,0.01,0.01,-0.097222,-0.027778,50.0,1.75,1.75,,0,0,0,0,Tue Dec 06 23:14:21 CET 2022,True,True
23,QRS.PL,PLN,STC,PLN,6,15,104,6,3,1,1,1670343306928,,0,3,2,222,2429,2147483647,Poland,Quercus TFI SA,True,False,False,True,100.0,3.35,3.42,3.36,3.26,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.07,70.0,,0,0,0,0,Tue Dec 06 17:15:06 CET 2022,False,False
24,GETIB.SE_9,SEK,STC,SEK,6,15,104,6,2,1,1,1670344791452,,0,2,2,225,2432,2147483647,Sweden,Getinge AB,True,False,False,True,100.0,237.1,237.4,251.5,236.9,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.3,30.0,,0,0,0,0,Tue Dec 06 17:39:51 CET 2022,False,False
25,DM.US,USD,STC,USD,6,15,104,6,4,1,1,1670358824515,,0,4,2,12,2436,2147483647,US,Desktop Metal Inc - class A,True,False,False,True,100.0,1.76,1.78,1.89,1.75,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.02,200.0,,0,0,0,0,Tue Dec 06 21:33:44 CET 2022,False,False
26,ANTM.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360362927,,0,2,2,12,2436,2147483647,US,Anthem Inc,True,False,False,True,100.0,528.2,528.46,530.23,519.07,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.26,26.0,,0,0,0,0,Tue Dec 06 21:59:22 CET 2022,False,False
27,RMS.FR_4,EUR,STC,EUR,6,4,103,6,2,1,1,1670345078151,,0,2,2,572,15,2147483647,France,Hermes International CFD,False,False,False,True,100.0,1509.7,1515.3,1514.7,1497.7,1.0,1000000.0,1.0,0.01,0.01,-0.01636,-0.00864,20.0,5.6,560.0,,0,0,0,0,Tue Dec 06 17:44:38 CET 2022,False,True
28,RIO.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393445,,0,2,2,671,3159,2147483647,US,Rio Tinto PLC CFD - ADR,False,False,False,True,100.0,70.26,70.49,70.58,69.52,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.23,23.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
29,BIIB.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360391444,,0,2,2,12,2436,2147483647,US,Biogen Inc,True,False,False,True,100.0,289.89,289.97,294.67,288.38,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Tue Dec 06 21:59:51 CET 2022,False,False
30,QCOM.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393446,,0,2,2,671,13,2147483647,US,QUALCOMM Inc CFD ,False,False,False,True,100.0,119.41,119.86,122.69,118.36,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.45,45.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
31,FDS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360387939,,0,2,2,671,13,2147483647,US,FactSet Research Systems Inc CFD,False,False,False,True,100.0,453.56,455.49,458.6,450.06,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,1.93,193.0,,0,0,0,0,Tue Dec 06 21:59:47 CET 2022,False,True
32,APLE.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360100796,,0,2,2,12,2436,2147483647,US,Apple Hospitality REIT Inc,True,False,False,True,100.0,16.6,16.62,16.76,16.52,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:55:00 CET 2022,False,False
33,XRAY.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390944,,0,2,2,671,13,2147483647,US,DENTSPLY SIRONA Inc CFD,False,False,False,True,100.0,29.99,30.11,30.72,28.26,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.12,12.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
34,WBD.IT_4,EUR,STC,EUR,6,4,103,6,4,1,1,1670345096663,,0,4,2,624,16,2147483647,Italy,Webuild SpA CFD,False,False,False,True,100.0,1.474,1.491,1.5,1.465,1.0,1000000.0,1.0,0.0001,0.0001,-0.01636,-0.00864,20.0,0.017,170.0,,0,0,0,0,Tue Dec 06 17:44:56 CET 2022,False,True
35,KGH.PL_9,PLN,STC,PLN,6,15,104,6,2,1,1,1670343305927,,0,2,2,225,2429,2147483647,Poland,KGHM Polska Miedz SA,True,False,False,True,100.0,120.2,120.4,120.9,117.6,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.2,20.0,,0,0,0,0,Tue Dec 06 17:15:05 CET 2022,False,False
36,PZZA.US,USD,STC,USD,6,15,104,6,2,1,1,1670360376936,,0,2,2,12,2436,2147483647,US,Papa John's International Inc,True,False,False,True,100.0,80.24,80.4,82.05,73.75,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.16,16.0,,0,0,0,0,Tue Dec 06 21:59:36 CET 2022,False,False
37,CIE.PL_9,PLN,STC,PLN,6,15,104,6,2,1,1,1670343306428,,0,2,2,224,2429,2147483647,Poland,Ciech SA,True,False,False,True,100.0,41.34,41.34,41.76,40.7,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Tue Dec 06 17:15:06 CET 2022,False,False
38,XEL.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393946,,0,2,2,671,13,2147483647,US,Xcel Energy Inc CFD,False,False,False,True,100.0,69.16,69.43,69.17,68.19,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.27,27.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
39,SOLB.BE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1670345098668,,0,2,2,225,2417,2147483647,Belgium,Solvay SA,True,False,False,True,100.0,95.04,95.08,95.88,94.18,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.04,4.0,,0,0,0,0,Tue Dec 06 17:44:58 CET 2022,False,False
40,KEMIRA.FI_4,EUR,STC,EUR,6,4,103,6,3,1,1,1670258381138,,0,3,2,624,1353,2147483647,Finland,Kemira Oyj CFD,False,False,False,True,100.0,14.12,14.22,14.3,14.07,1.0,1000000.0,1.0,0.001,0.001,-0.01636,-0.00864,20.0,0.1,100.0,,0,0,0,0,Mon Dec 05 17:39:41 CET 2022,False,True
41,MAS.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360392444,,0,2,2,12,2436,2147483647,US,Masco Corp,True,False,False,True,100.0,48.31,48.32,49.49,47.61,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Tue Dec 06 21:59:52 CET 2022,False,False
42,TGT.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360391944,,0,2,2,12,2436,2147483647,US,Target Corp,True,False,False,True,100.0,155.1,155.17,156.57,153.16,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.07,7.0,,0,0,0,0,Tue Dec 06 21:59:51 CET 2022,False,False
43,SYY.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360391944,,0,2,2,12,2436,2147483647,US,Sysco Corp,True,False,False,True,100.0,84.2,84.28,85.59,83.99,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Tue Dec 06 21:59:51 CET 2022,False,False
44,ANR.PL,PLN,STC,PLN,6,15,104,6,2,1,1,1670340063131,,0,2,2,223,2429,2147483647,Poland,Answear.Com SA,True,False,False,True,100.0,23.95,24.0,24.0,23.8,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.05,5.0,,0,0,0,0,Tue Dec 06 16:21:03 CET 2022,False,False
45,PCO.PL,PLN,STC,PLN,6,15,104,6,2,1,1,1670343306427,,0,2,2,224,2429,2147483647,Poland,Pepco Group,True,False,False,True,100.0,39.24,39.38,39.4,38.12,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.14,14.0,,0,0,0,0,Tue Dec 06 17:15:06 CET 2022,False,False
46,SKX.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393446,,0,2,2,671,13,2147483647,US,Skechers USA Inc CFD - class A ,False,False,False,True,100.0,42.62,42.8,42.63,41.36,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.18,18.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
47,BK.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393946,,0,2,2,671,13,2147483647,US,Bank of New York Mellon Corp CFD ,False,False,False,True,100.0,42.73,42.88,43.51,42.47,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.15,15.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
48,SWBI.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360387940,,0,2,2,12,2436,2147483647,US,Smith & Wesson Brands Inc,True,False,False,True,100.0,11.81,11.83,12.1,11.65,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:47 CET 2022,False,False
49,AIMC.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360389442,,0,2,2,671,13,2147483647,US,Altra Industrial Motion Corp CFD,False,False,False,True,100.0,59.17,59.6,59.34,58.73,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.43,43.0,,0,0,0,0,Tue Dec 06 21:59:49 CET 2022,False,True
50,STEM.US,USD,STC,USD,6,15,104,6,2,1,1,1670360378438,,0,2,2,12,2436,2147483647,US,Stem Inc,True,False,False,True,100.0,9.84,9.86,11.16,9.81,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:38 CET 2022,False,False
51,GTLS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360387940,,0,2,2,671,13,2147483647,US,Chart Industries Inc CFD,False,False,False,True,100.0,134.06,134.8,134.93,131.2,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.74,74.0,,0,0,0,0,Tue Dec 06 21:59:47 CET 2022,False,True
52,BAER.CH_4,CHF,STC,CHF,6,4,103,6,2,1,1,1670344483731,,0,2,2,624,882,2147483647,Switzerland,Julius Baer Group Ltd CFD,False,False,False,True,100.0,54.71,54.93,55.33,54.31,1.0,1000000.0,1.0,0.01,0.01,-0.01376,-0.01124,20.0,0.22,22.0,,0,0,0,0,Tue Dec 06 17:34:43 CET 2022,False,True
53,HUBS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390443,,0,2,2,671,13,2147483647,US,HubSpot Inc CFD,False,False,False,True,100.0,268.58,269.8,280.07,264.73,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,1.22,122.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
54,HLAG.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1670345096163,,0,2,2,224,2424,2147483647,Germany,Hapag Lloyd AG,True,False,False,True,100.0,190.2,191.1,196.2,189.4,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.9,90.0,,0,0,0,0,Tue Dec 06 17:44:56 CET 2022,False,False
55,SKAB.SE_9,SEK,STC,SEK,6,15,104,6,2,1,1,1670344789951,,0,2,2,225,2432,2147483647,Sweden,Skanska AB,True,False,False,True,100.0,168.85,168.95,170.8,167.6,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Tue Dec 06 17:39:49 CET 2022,False,False
56,XLF.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1670360375934,,0,2,2,671,70,2147483647,ETF,Financial Select Sector SPDR ETF CFD ,False,False,False,True,100.0,34.67,34.79,35.12,34.4,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.12,12.0,,0,0,0,0,Tue Dec 06 21:59:35 CET 2022,False,True
57,ETDD.FR_9,EUR,ETF,EUR,6,15,104,6,3,1,1,1670344976574,,0,3,2,226,3053,2147483647,ETFs,Bnp Paribas Easy Euro Stoxx 50 UCITS ETF (Acc EUR),True,False,False,True,100.0,11.66,11.668,11.734,11.586,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.008,8.0,,0,0,0,0,Tue Dec 06 17:42:56 CET 2022,False,False
58,G.IT_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345095161,,0,3,2,225,2425,2147483647,Italy,Assicurazioni Generali SpA,True,False,False,True,100.0,17.245,17.25,17.41,17.0,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.005,5.0,,0,0,0,0,Tue Dec 06 17:44:55 CET 2022,False,False
59,KOF.FR_4,EUR,STC,EUR,6,4,103,6,2,1,1,1670345080154,,0,2,2,623,15,2147483647,France,Kaufman & Broad SA CFD,False,False,False,True,100.0,27.55,27.7,27.75,26.56,1.0,1000000.0,1.0,0.01,0.01,-0.01636,-0.00864,30.0,0.15,15.0,,0,0,0,0,Tue Dec 06 17:44:40 CET 2022,False,True
60,BAM.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360376936,,0,2,2,12,2436,2147483647,US,Brookfield Asset Management Inc,True,False,False,True,100.0,43.51,43.52,44.06,42.96,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Tue Dec 06 21:59:36 CET 2022,False,False
61,BX4.FR,EUR,ETF,EUR,6,15,104,6,4,1,1,1670345099168,,0,4,2,226,3053,2147483647,ETFs,Lyxor CAC 40 Daily Double Short UCITS ETF (Acc EUR),True,False,False,True,100.0,1.1096,1.1104,1.116,1.0994,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0008,8.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,False
62,BFT.PL_9,PLN,STC,PLN,6,15,104,6,2,1,1,1670343306428,,0,2,2,222,2429,2147483647,Poland,Benefit Systems SA,True,False,False,True,100.0,660.0,664.0,660.0,654.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,4.0,400.0,,0,0,0,0,Tue Dec 06 17:15:06 CET 2022,False,False
63,XMME.UK,USD,ETF,USD,6,15,104,6,4,1,1,1670344988581,,0,4,2,272,3055,2147483647,ETFs,"Xtrackers MSCI Emerging Markets UCITS ETF 1C (Acc, USD)",True,False,False,True,100.0,48.47,48.55,48.64,47.42,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.08,800.0,,0,0,0,0,Tue Dec 06 17:43:08 CET 2022,False,False
64,FRT.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360394446,,0,2,2,12,2436,2147483647,US,Federal Realty Investment Trust,True,False,False,True,100.0,106.47,106.49,107.75,106.05,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:54 CET 2022,False,False
65,PIRC.IT_4,EUR,STC,EUR,6,4,103,6,4,1,1,1670345078651,,0,4,2,572,16,2147483647,Italy,Pirelli & C SpA CFD,False,False,False,True,100.0,4.182,4.198,4.253,4.171,1.0,1000000.0,1.0,0.0001,0.0001,-0.01636,-0.00864,20.0,0.016,160.0,,0,0,0,0,Tue Dec 06 17:44:38 CET 2022,False,True
66,XSPU.UK,USD,ETF,USD,6,15,104,6,4,1,1,1670345097666,,0,4,2,272,3055,2147483647,ETFs,"Xtrackers S&P 500 Swap UCITS ETF 1C (Acc, USD)",True,False,False,True,100.0,76.42,76.47,77.49,76.27,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.05,500.0,,0,0,0,0,Tue Dec 06 17:44:57 CET 2022,False,False
67,TDY.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360390944,,0,2,2,12,2436,2147483647,US,Teledyne Technologies Inc,True,False,False,True,100.0,413.96,414.34,424.03,413.02,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.38,38.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,False
68,PRGO.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360392945,,0,2,2,12,2436,2147483647,US,Perrigo Co PLC,True,False,False,True,100.0,31.69,31.71,31.89,30.95,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:52 CET 2022,False,False
69,OPM.PL,PLN,STC,PLN,6,15,104,6,3,1,1,1670331885534,,0,3,2,223,2429,2147483647,Poland,OPTeam SA,True,False,False,True,100.0,7.66,7.95,7.7,7.66,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.29,290.0,,0,0,0,0,Tue Dec 06 14:04:45 CET 2022,False,False
70,PSQ.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1670360315900,,0,2,2,671,70,2147483647,ETF,ProShares Short QQQ ETF CFD ,True,False,False,True,100.0,13.95,14.03,14.0,13.66,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,100.0,0.08,8.0,,0,0,0,0,Tue Dec 06 21:58:35 CET 2022,False,False
71,CSL.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360389943,,0,2,2,12,2436,2147483647,US,Carlisle Cos Inc,True,False,False,True,100.0,251.8,252.21,255.86,250.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.41,41.0,,0,0,0,0,Tue Dec 06 21:59:49 CET 2022,False,False
72,PCH.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360387941,,0,2,2,12,2436,2147483647,US,Potlatchdeltic Corp,True,False,False,True,100.0,45.31,45.4,46.64,44.89,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.09,9.0,,0,0,0,0,Tue Dec 06 21:59:47 CET 2022,False,False
73,VOD.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1670345083156,,0,4,2,625,14,2147483647,UK,Vodafone Group PLC CFD,False,False,False,True,100.0,0.8929,0.8958,0.9092,0.8842,1.0,1000000.0,1.0,0.0001,0.0001,-0.02063,-0.00437,20.0,0.0029,29.0,,0,0,0,0,Tue Dec 06 17:44:43 CET 2022,False,True
74,NWL.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360392945,,0,2,2,671,13,2147483647,US,Newell Rubbermaid Inc CFD,False,False,False,True,100.0,12.7,12.76,12.7,12.46,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.06,6.0,,0,0,0,0,Tue Dec 06 21:59:52 CET 2022,False,True
75,SUSM.UK,USD,ETF,USD,6,15,104,6,4,1,1,1670345093660,,0,4,2,272,3055,2147483647,ETFs,iShares MSCI EM SRI UCITS ETF (Acc USD),True,False,False,True,100.0,6.885,6.9075,6.9125,6.7425,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0225,225.0,,0,0,0,0,Tue Dec 06 17:44:53 CET 2022,False,False
